Fact,ProvenanceLeft,ProvenanceRight,Rule
partOfTransitive(2601|2),partOfTransitive(2601|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2601|852),partOf(2601|852),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2601|949),partOf(2601|949),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2601|975),partOfTransitive(2601|161),partOf(161|975),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2601|gpcr),partOfTransitive(2601|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2601|other_protein),partOfTransitive(2601|1000),partOf(1000|other_protein),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2601|transporter),partOfTransitive(2601|161),partOf(161|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2602|1),partOfTransitive(2602|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2602|161),partOfTransitive(2602|852),partOf(852|161),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2602|17),partOfTransitive(2602|184),partOf(184|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2602|184),partOfTransitive(2602|975),partOf(975|184),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2602|2),partOfTransitive(2602|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2602|852),partOf(2602|852),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2602|975),partOfTransitive(2602|161),partOf(161|975),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2602|gpcr),partOfTransitive(2602|975),partOf(975|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2602|other_protein),partOfTransitive(2602|852),partOf(852|other_protein),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2602|transporter),partOfTransitive(2602|161),partOf(161|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2603|1),partOfTransitive(2603|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2603|1113),partOfTransitive(2603|159),partOf(159|1113),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2603|159),partOfTransitive(2603|840),partOf(840|159),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2603|17),partOfTransitive(2603|174),partOf(174|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2603|174),partOfTransitive(2603|920),partOf(920|174),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2603|2),partOfTransitive(2603|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2603|20),partOfTransitive(2603|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2603|214),partOfTransitive(2603|1113),partOf(1113|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2603|3),partOfTransitive(2603|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2603|840),partOf(2603|840),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2603|920),partOf(2603|920),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2603|enzyme),partOfTransitive(2603|920),partOf(920|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2603|gpcr),partOfTransitive(2603|1113),partOf(1113|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2603|transporter),partOfTransitive(2603|159),partOf(159|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2604|1),partOfTransitive(2604|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2604|1113),partOfTransitive(2604|159),partOf(159|1113),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2604|159),partOfTransitive(2604|840),partOf(840|159),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2604|17),partOfTransitive(2604|174),partOf(174|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2604|174),partOfTransitive(2604|920),partOf(920|174),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2604|2),partOfTransitive(2604|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2604|20),partOfTransitive(2604|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2604|214),partOfTransitive(2604|1113),partOf(1113|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2604|3),partOfTransitive(2604|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2604|840),partOf(2604|840),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2604|920),partOf(2604|920),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2604|enzyme),partOfTransitive(2604|920),partOf(920|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2604|gpcr),partOfTransitive(2604|1113),partOf(1113|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2604|transporter),partOfTransitive(2604|159),partOf(159|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2605|1),partOfTransitive(2605|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2605|1045),partOfTransitive(2605|843),partOf(843|1045),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2605|17),partOfTransitive(2605|202),partOf(202|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2605|2),partOfTransitive(2605|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2605|202),partOfTransitive(2605|1045),partOf(1045|202),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2605|843),partOf(2605|843),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2605|enzyme),partOfTransitive(2605|843),partOf(843|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2605|gpcr),partOfTransitive(2605|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2605|transporter),partOfTransitive(2605|1045),partOf(1045|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2606|1),partOfTransitive(2606|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2606|161),partOfTransitive(2606|853),partOf(853|161),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2606|17),partOfTransitive(2606|184),partOf(184|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2606|184),partOfTransitive(2606|975),partOf(975|184),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2606|2),partOfTransitive(2606|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2606|853),partOf(2606|853),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2606|975),partOfTransitive(2606|161),partOf(161|975),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2606|enzyme),partOfTransitive(2606|853),partOf(853|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2606|gpcr),partOfTransitive(2606|975),partOf(975|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2606|transporter),partOfTransitive(2606|161),partOf(161|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2607|1),partOfTransitive(2607|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2607|161),partOfTransitive(2607|853),partOf(853|161),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2607|17),partOfTransitive(2607|184),partOf(184|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2607|184),partOfTransitive(2607|975),partOf(975|184),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2607|2),partOfTransitive(2607|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2607|853),partOf(2607|853),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2607|975),partOfTransitive(2607|161),partOf(161|975),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2607|enzyme),partOfTransitive(2607|853),partOf(853|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2607|gpcr),partOfTransitive(2607|975),partOf(975|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2607|transporter),partOfTransitive(2607|161),partOf(161|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2608|1),partOfTransitive(2608|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2608|1045),partOfTransitive(2608|844),partOf(844|1045),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2608|17),partOfTransitive(2608|202),partOf(202|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2608|2),partOfTransitive(2608|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2608|202),partOfTransitive(2608|1045),partOf(1045|202),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2608|844),partOf(2608|844),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2608|enzyme),partOfTransitive(2608|844),partOf(844|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2608|gpcr),partOfTransitive(2608|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2608|transporter),partOfTransitive(2608|1045),partOf(1045|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2609|1),partOfTransitive(2609|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2609|1045),partOfTransitive(2609|845),partOf(845|1045),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2609|17),partOfTransitive(2609|202),partOf(202|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2609|2),partOfTransitive(2609|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2609|202),partOfTransitive(2609|1045),partOf(1045|202),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2609|845),partOf(2609|845),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2609|enzyme),partOfTransitive(2609|845),partOf(845|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2609|gpcr),partOfTransitive(2609|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2609|transporter),partOfTransitive(2609|1045),partOf(1045|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(260|1),partOfTransitive(260|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(260|18),partOf(260|18),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(260|3),partOfTransitive(260|18),partOf(18|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(260|enzyme),partOf(260|enzyme),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(260|gpcr),partOfTransitive(260|18),partOf(18|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2610|1),partOfTransitive(2610|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2610|1111),partOfTransitive(2610|158),partOf(158|1111),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2610|158),partOf(2610|158),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2610|20),partOfTransitive(2610|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2610|214),partOfTransitive(2610|1111),partOf(1111|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2610|3),partOfTransitive(2610|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2610|gpcr),partOfTransitive(2610|1111),partOf(1111|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2610|transporter),partOfTransitive(2610|158),partOf(158|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2611|1),partOfTransitive(2611|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2611|1113),partOfTransitive(2611|159),partOf(159|1113),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2611|159),partOfTransitive(2611|841),partOf(841|159),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2611|20),partOfTransitive(2611|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2611|214),partOfTransitive(2611|1113),partOf(1113|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2611|3),partOfTransitive(2611|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2611|841),partOf(2611|841),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2611|enzyme),partOfTransitive(2611|841),partOf(841|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2611|gpcr),partOfTransitive(2611|1113),partOf(1113|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2611|transporter),partOfTransitive(2611|159),partOf(159|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2612|1),partOfTransitive(2612|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2612|1045),partOfTransitive(2612|846),partOf(846|1045),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2612|17),partOfTransitive(2612|174),partOf(174|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2612|174),partOfTransitive(2612|920),partOf(920|174),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2612|2),partOfTransitive(2612|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2612|202),partOfTransitive(2612|1045),partOf(1045|202),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2612|846),partOf(2612|846),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2612|847),partOf(2612|847),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2612|920),partOf(2612|920),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2612|enzyme),partOfTransitive(2612|920),partOf(920|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2612|gpcr),partOfTransitive(2612|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2612|transporter),partOfTransitive(2612|1045),partOf(1045|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2613|1),partOfTransitive(2613|3),partOf(3|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2613|1113),partOfTransitive(2613|159),partOf(159|1113),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2613|159),partOfTransitive(2613|840),partOf(840|159),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2613|20),partOfTransitive(2613|214),partOf(214|20),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2613|214),partOfTransitive(2613|1113),partOf(1113|214),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2613|3),partOfTransitive(2613|20),partOf(20|3),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2613|840),partOf(2613|840),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2613|enzyme),partOfTransitive(2613|840),partOf(840|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2613|gpcr),partOfTransitive(2613|1113),partOf(1113|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2613|transporter),partOfTransitive(2613|159),partOf(159|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2614|1),partOfTransitive(2614|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2614|1045),partOfTransitive(2614|848),partOf(848|1045),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2614|17),partOfTransitive(2614|202),partOf(202|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2614|2),partOfTransitive(2614|17),partOf(17|2),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2614|202),partOfTransitive(2614|1045),partOf(1045|202),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2614|848),partOf(2614|848),"","partOfTransitive(A,B) :- partOf(A,B)."
partOfTransitive(2614|enzyme),partOfTransitive(2614|848),partOf(848|enzyme),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2614|gpcr),partOfTransitive(2614|17),partOf(17|gpcr),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2614|transporter),partOfTransitive(2614|1045),partOf(1045|transporter),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2615|1),partOfTransitive(2615|2),partOf(2|1),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2615|1045),partOfTransitive(2615|848),partOf(848|1045),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
partOfTransitive(2615|17),partOfTransitive(2615|202),partOf(202|17),"partOfTransitive(A,B) :- partOfTransitive(A,Via), partOf(Via,B)."
